Household
Date,P[W]
2014-01-01 02:58:00,685.9315037420018
2014-01-01 02:59:00,835.7299067974476
2014-01-01 03:00:00,731.5619189202838
2014-01-01 03:01:00,657.9777767752862
2014-01-01 03:02:00,647.8481327571116
2014-01-01 03:03:00,726.0734814863932
2014-01-01 03:04:00,691.3338245220083
2014-01-01 03:05:00,738.7640915569723
2014-01-01 03:06:00,727.2830511451117
2014-01-01 03:07:00,700.5368273476578
2014-01-01 03:08:00,662.3956901411481
2014-01-01 03:09:00,629.5501178743419
2014-01-01 03:10:00,683.5238345693509
2014-01-01 03:11:00,749.2266249529424
2014-01-01 03:12:00,717.6684755073459
2014-01-01 03:13:00,645.233952429303
2014-01-01 03:14:00,716.7370407215284
2014-01-01 03:15:00,727.9009664794781
2014-01-01 03:16:00,664.9993287470464
2014-01-01 03:17:00,717.4355589184463
2014-01-01 03:18:00,713.2168426075367
2014-01-01 03:19:00,653.7149948577725
2014-01-01 03:20:00,729.3099808307846
2014-01-01 03:21:00,740.016942195849
2014-01-01 03:22:00,766.6873811002681
2014-01-01 03:23:00,765.7820146073162
2014-01-01 03:24:00,644.7655566717833
2014-01-01 03:25:00,667.3148761379487
2014-01-01 03:26:00,740.5149945582045
2014-01-01 03:27:00,741.0096318074488
2014-01-01 03:28:00,741.6298216412076
2014-01-01 03:29:00,909.0711149227083
2014-01-01 03:30:00,745.5361689886973
2014-01-01 03:31:00,774.3270285271358
2014-01-01 03:32:00,765.8059377568328
2014-01-01 03:33:00,751.2325152115294
2014-01-01 03:34:00,703.456593478289
2014-01-01 03:35:00,757.7256197990366
2014-01-01 03:36:00,681.6930011115616
2014-01-01 03:37:00,709.0504345655065
2014-01-01 03:38:00,697.1802905751186
2014-01-01 03:39:00,726.0992779999568
2014-01-01 03:40:00,838.295602428383
2014-01-01 03:41:00,629.7565175291869
2014-01-01 03:42:00,757.9898897415669
2014-01-01 03:43:00,643.5981897274255
2014-01-01 03:44:00,701.1944930615033
2014-01-01 03:45:00,779.7957192634101
2014-01-01 03:46:00,729.1192934338818
2014-01-01 03:47:00,672.5751566467102
2014-01-01 03:48:00,691.254313144244
2014-01-01 03:49:00,761.5564891180429
2014-01-01 03:50:00,691.6153731495193
2014-01-01 03:51:00,739.5137372785416
2014-01-01 03:52:00,731.5265028587005
2014-01-01 03:53:00,697.2249965472857
2014-01-01 03:54:00,837.5593214579097
2014-01-01 03:55:00,762.6151711716109
2014-01-01 03:56:00,630.2191937868968
2014-01-01 03:57:00,741.3561419223155
2014-01-01 03:58:00,699.5012060094914
2014-01-01 03:59:00,775.769299051789
2014-01-01 04:00:00,694.0786984544095
2014-01-01 04:01:00,728.5250163667665
2014-01-01 04:02:00,760.0683054532011
2014-01-01 04:03:00,778.6638042767512
2014-01-01 04:04:00,675.9183272795232
2014-01-01 04:05:00,719.7651889043314
2014-01-01 04:06:00,713.3000882023979
2014-01-01 04:07:00,704.9379951958269
2014-01-01 04:08:00,826.4342719026342
2014-01-01 04:09:00,758.967748500694
2014-01-01 04:10:00,676.2315682999608
2014-01-01 04:11:00,785.7259664335187
2014-01-01 04:12:00,846.4977819954784
2014-01-01 04:13:00,792.570338236471
2014-01-01 04:14:00,665.5356799752799
2014-01-01 04:15:00,717.8495776937348
2014-01-01 04:16:00,805.9639418604454
2014-01-01 04:17:00,707.792014184242
2014-01-01 04:18:00,765.9235619365593
2014-01-01 04:19:00,783.0213962647815
2014-01-01 04:20:00,698.5002730784776
2014-01-01 04:21:00,742.4276319183585
2014-01-01 04:22:00,583.8976357820617
2014-01-01 04:23:00,695.2987237828677
2014-01-01 04:24:00,734.446801343991
2014-01-01 04:25:00,685.2431528794734
2014-01-01 04:26:00,829.8099802383645
2014-01-01 04:27:00,677.239449207818
2014-01-01 04:28:00,727.3013968350673
2014-01-01 04:29:00,756.3977530982879
2014-01-01 04:30:00,822.481491751356
2014-01-01 04:31:00,679.181822803145
2014-01-01 04:32:00,809.6902210339318
2014-01-01 04:33:00,752.60078954123
2014-01-01 04:34:00,703.5708070019201
2014-01-01 04:35:00,776.3085163315479
2014-01-01 04:36:00,763.7134304611247
2014-01-01 04:37:00,724.3067048885785
2014-01-01 04:38:00,758.3647560600859
2014-01-01 04:39:00,736.1660750315638
2014-01-01 04:40:00,761.664725201281
2014-01-01 04:41:00,789.652494728838
2014-01-01 04:42:00,836.4039048741199
2014-01-01 04:43:00,695.7693921895768
2014-01-01 04:44:00,864.8689389277995
2014-01-01 04:45:00,661.1699832829279
2014-01-01 04:46:00,751.7422215713406
2014-01-01 04:47:00,789.3044397114154
2014-01-01 04:48:00,774.4952758380052
2014-01-01 04:49:00,729.8678095242906
2014-01-01 04:50:00,751.1537760615234
2014-01-01 04:51:00,737.4669449105124
2014-01-01 04:52:00,733.2058568603103
2014-01-01 04:53:00,805.711302622639
2014-01-01 04:54:00,781.639075133907
2014-01-01 04:55:00,729.6999241366887
2014-01-01 04:56:00,809.8825007354508
2014-01-01 04:57:00,780.8245860716856
2014-01-01 04:58:00,806.65981903387
2014-01-01 04:59:00,798.0552582521694
2014-01-01 05:00:00,725.6811686739521
2014-01-01 05:01:00,739.6789702742741
2014-01-01 05:02:00,805.6098056043525
2014-01-01 05:03:00,799.3207416839294
2014-01-01 05:04:00,768.3142517781158
2014-01-01 05:05:00,775.7828037058291
2014-01-01 05:06:00,834.3567823938781
2014-01-01 05:07:00,741.4520712267322
2014-01-01 05:08:00,798.9426127910924
2014-01-01 05:09:00,762.0352141749627
2014-01-01 05:10:00,761.8178896993631
2014-01-01 05:11:00,828.1978955241507
2014-01-01 05:12:00,815.0869734382595
2014-01-01 05:13:00,815.0487408529567
2014-01-01 05:14:00,840.2043024747081
2014-01-01 05:15:00,776.5376572626965
2014-01-01 05:16:00,810.1422168098735
2014-01-01 05:17:00,761.0883334795194
2014-01-01 05:18:00,793.3670919976812
2014-01-01 05:19:00,771.2087247189417
2014-01-01 05:20:00,783.1227787510287
2014-01-01 05:21:00,808.5879348373053
2014-01-01 05:22:00,738.4761524678529
2014-01-01 05:23:00,884.5636534778663
2014-01-01 05:24:00,730.200523682675
2014-01-01 05:25:00,720.3490651823405
2014-01-01 05:26:00,839.5211425607972
2014-01-01 05:27:00,821.7558366480075
2014-01-01 05:28:00,813.9357958665354
2014-01-01 05:29:00,814.7041835412084
2014-01-01 05:30:00,783.2316724997155
2014-01-01 05:31:00,739.5383956318366
2014-01-01 05:32:00,788.7484451798814
2014-01-01 05:33:00,751.6572347586562
2014-01-01 05:34:00,834.8284100692163
2014-01-01 05:35:00,779.2766573872887
2014-01-01 05:36:00,745.9117696868368
2014-01-01 05:37:00,771.6744405078796
2014-01-01 05:38:00,808.9474083683773
2014-01-01 05:39:00,760.6717110784642
2014-01-01 05:40:00,748.3040220044082
2014-01-01 05:41:00,802.1565054213924
2014-01-01 05:42:00,802.7775764662997
2014-01-01 05:43:00,765.7391922063739
2014-01-01 05:44:00,768.0915387580811
2014-01-01 05:45:00,803.8030539709458
2014-01-01 05:46:00,720.3534430922647
2014-01-01 05:47:00,722.9415745123699
2014-01-01 05:48:00,757.9496552326428
2014-01-01 05:49:00,783.7566117737391
2014-01-01 05:50:00,810.5314507032986
2014-01-01 05:51:00,869.3109863349428
2014-01-01 05:52:00,838.983259711633
2014-01-01 05:53:00,788.6604551174275
2014-01-01 05:54:00,796.2636742845312
2014-01-01 05:55:00,747.6451195118423
2014-01-01 05:56:00,797.40303400818
2014-01-01 05:57:00,784.4528619258595
2014-01-01 05:58:00,815.5788249528376
2014-01-01 05:59:00,758.6384528223839
2014-01-01 06:00:00,1225.9673257120587
2014-01-01 06:01:00,1283.6376198717796
2014-01-01 06:02:00,1208.5628049178201
2014-01-01 06:03:00,1241.0854644003987
2014-01-01 06:04:00,1262.504535692093
2014-01-01 06:05:00,1214.9316263232981
2014-01-01 06:06:00,1253.1899081269848
2014-01-01 06:07:00,1249.6043230153111
2014-01-01 06:08:00,1260.8441764235802
2014-01-01 06:09:00,1224.2912654499207
2014-01-01 06:10:00,1271.1438265034824
2014-01-01 06:11:00,1301.7894412456903
2014-01-01 06:12:00,1356.4120278648732
2014-01-01 06:13:00,1338.777288074586
2014-01-01 06:14:00,1405.4248145410413
2014-01-01 06:15:00,1266.3427716451224
2014-01-01 06:16:00,1355.2626211808615
2014-01-01 06:17:00,1327.7415794346591
2014-01-01 06:18:00,1434.9834353302485
2014-01-01 06:19:00,1291.9875738083954
2014-01-01 06:20:00,1297.3154561614515
2014-01-01 06:21:00,1316.2203086590089
2014-01-01 06:22:00,1246.872352338561
2014-01-01 06:23:00,1333.6448634080166
2014-01-01 06:24:00,1328.8292099182074
2014-01-01 06:25:00,1381.1459885779393
2014-01-01 06:26:00,1397.54125822227
2014-01-01 06:27:00,1481.0753426793794
2014-01-01 06:28:00,1441.5869932620276
2014-01-01 06:29:00,1372.0047578939773
2014-01-01 06:30:00,1362.69796560361
2014-01-01 06:31:00,1438.9675170670116
2014-01-01 06:32:00,1355.0963411627483
2014-01-01 06:33:00,1519.4004506618755
2014-01-01 06:34:00,1493.5015825223732
2014-01-01 06:35:00,1417.7548980245374
2014-01-01 06:36:00,1362.2225864848974
2014-01-01 06:37:00,1522.219581678025
2014-01-01 06:38:00,1455.426129466161
2014-01-01 06:39:00,1529.6510973159216
2014-01-01 06:40:00,1394.6255540275824
2014-01-01 06:41:00,1450.9438319336616
2014-01-01 06:42:00,1487.7189022565617
2014-01-01 06:43:00,1496.3278680820547
2014-01-01 06:44:00,1477.9751734212264
2014-01-01 06:45:00,1538.0975419604629
2014-01-01 06:46:00,1460.0271159988047
2014-01-01 06:47:00,1512.718254949158
2014-01-01 06:48:00,1532.256609793962
2014-01-01 06:49:00,1558.3433857393404
2014-01-01 06:50:00,1574.5563320459896
2014-01-01 06:51:00,1489.0716693397076
2014-01-01 06:52:00,1474.8998082654512
2014-01-01 06:53:00,1621.76417526899
2014-01-01 06:54:00,1580.7434461286246
2014-01-01 06:55:00,1532.9229456224095
2014-01-01 06:56:00,1654.096037428585
2014-01-01 06:57:00,1588.484501739399
2014-01-01 06:58:00,1647.7986538669
2014-01-01 06:59:00,1598.312966980673
2014-01-01 07:00:00,1704.047443629323
2014-01-01 07:01:00,1694.8193851481549
2014-01-01 07:02:00,1600.615259697289
2014-01-01 07:03:00,1667.6215068945244
2014-01-01 07:04:00,1657.2591592801105
2014-01-01 07:05:00,1699.33679691556
2014-01-01 07:06:00,1588.5409050799005
2014-01-01 07:07:00,1676.9380615854532
2014-01-01 07:08:00,1701.3712269475368
2014-01-01 07:09:00,1566.2932005783143
2014-01-01 07:10:00,1600.8126371973117
2014-01-01 07:11:00,1563.7241175360164
2014-01-01 07:12:00,1657.8898866805125
2014-01-01 07:13:00,1712.875747010483
2014-01-01 07:14:00,1757.7183647007826
2014-01-01 07:15:00,1691.8701720650065
2014-01-01 07:16:00,1775.1237481888616
2014-01-01 07:17:00,1630.1776294923252
2014-01-01 07:18:00,1619.4650851579931
2014-01-01 07:19:00,1707.2696826642805
2014-01-01 07:20:00,1734.6241417902145
2014-01-01 07:21:00,1719.1204634046258
2014-01-01 07:22:00,1622.677548509111
2014-01-01 07:23:00,1726.8478200305456
2014-01-01 07:24:00,1671.2938289118545
2014-01-01 07:25:00,1775.173327503595
2014-01-01 07:26:00,1765.1505265905635
2014-01-01 07:27:00,1704.9156643727943
2014-01-01 07:28:00,1731.2630826934808
2014-01-01 07:29:00,1708.9998763291974
2014-01-01 07:30:00,1763.7876872061152
2014-01-01 07:31:00,1819.5964336098912
2014-01-01 07:32:00,1727.4269000627612
2014-01-01 07:33:00,1806.7452489939565
2014-01-01 07:34:00,1759.8152293279677
2014-01-01 07:35:00,1751.4247554085214
2014-01-01 07:36:00,1790.4119025404125
2014-01-01 07:37:00,1748.6507051362553
2014-01-01 07:38:00,1777.3337778663972
2014-01-01 07:39:00,1749.6794390141604
2014-01-01 07:40:00,1912.3200004564462
2014-01-01 07:41:00,1820.310305831998
2014-01-01 07:42:00,1787.9768697120828
2014-01-01 07:43:00,1838.0304518093394
2014-01-01 07:44:00,1826.0353247119617
2014-01-01 07:45:00,1824.8751470658783
2014-01-01 07:46:00,1870.8551636763061
2014-01-01 07:47:00,1882.1963941862987
2014-01-01 07:48:00,1821.9207900380657
2014-01-01 07:49:00,1823.7301169710252
2014-01-01 07:50:00,1842.7936565081825
2014-01-01 07:51:00,1745.4251180237366
2014-01-01 07:52:00,1788.6859761821781
2014-01-01 07:53:00,1936.6627133108457
2014-01-01 07:54:00,1954.3896772497158
2014-01-01 07:55:00,1863.4603095161997
2014-01-01 07:56:00,1908.4590190849633
2014-01-01 07:57:00,1898.860692815503
2014-01-01 07:58:00,2040.8569135700016
2014-01-01 07:59:00,1946.4537038724757
2014-01-01 08:00:00,1887.588288194904
2014-01-01 08:01:00,1849.6632107910527
2014-01-01 08:02:00,1820.5205727832404
2014-01-01 08:03:00,1914.3650569164151
2014-01-01 08:04:00,1869.6693980765933
2014-01-01 08:05:00,1839.6151316380199
2014-01-01 08:06:00,1881.5856280596502
2014-01-01 08:07:00,1862.968656607065
2014-01-01 08:08:00,2004.4800125915212
2014-01-01 08:09:00,1967.2266466465114
2014-01-01 08:10:00,1925.712377205347
2014-01-01 08:11:00,2003.018962039502
2014-01-01 08:12:00,1935.7450887517123
2014-01-01 08:13:00,1891.611335401783
2014-01-01 08:14:00,2013.574360921048
2014-01-01 08:15:00,1967.049800295999
2014-01-01 08:16:00,1890.8714552132444
2014-01-01 08:17:00,1935.789416245751
2014-01-01 08:18:00,1904.040950098196
2014-01-01 08:19:00,1881.1401215991323
2014-01-01 08:20:00,1998.9897754169865
2014-01-01 08:21:00,2050.4948806207008
2014-01-01 08:22:00,1887.3810016913014
2014-01-01 08:23:00,1987.6851802223537
2014-01-01 08:24:00,1929.173763591119
2014-01-01 08:25:00,1939.460466059648
2014-01-01 08:26:00,1936.2493901322377
2014-01-01 08:27:00,1924.6632496857044
2014-01-01 08:28:00,1972.2237694465414
2014-01-01 08:29:00,1930.126131990297
2014-01-01 08:30:00,1987.01333508551
2014-01-01 08:31:00,1972.7362114013545
2014-01-01 08:32:00,1964.9989701028899
2014-01-01 08:33:00,1933.2069473614056
2014-01-01 08:34:00,1951.3256989032363
2014-01-01 08:35:00,2019.4532177138726
2014-01-01 08:36:00,2008.1890464644907
2014-01-01 08:37:00,1935.6649834048026
2014-01-01 08:38:00,1990.8488402020146
2014-01-01 08:39:00,2014.7308785337577
2014-01-01 08:40:00,1904.9102759255227
2014-01-01 08:41:00,2016.7071940480255
2014-01-01 08:42:00,1957.506179032685
2014-01-01 08:43:00,2020.2049369666863
2014-01-01 08:44:00,1954.489056812181
2014-01-01 08:45:00,1903.324220435332
2014-01-01 08:46:00,1913.0467439607175
2014-01-01 08:47:00,1997.6228176151449
2014-01-01 08:48:00,2008.9385029787882
2014-01-01 08:49:00,1951.409401237527
2014-01-01 08:50:00,2029.166705494702
2014-01-01 08:51:00,1914.711878113833
2014-01-01 08:52:00,1994.9735963952703
2014-01-01 08:53:00,1938.1553503677872
2014-01-01 08:54:00,1966.481765102347
2014-01-01 08:55:00,2001.749722167295
2014-01-01 08:56:00,1956.604122968981
2014-01-01 08:57:00,1980.5807824140902
2014-01-01 08:58:00,2050.245720166657
2014-01-01 08:59:00,1971.147748615652
2014-01-01 09:00:00,2041.7769476950666
2014-01-01 09:01:00,1943.4457369730542
2014-01-01 09:02:00,2026.2987685213457
2014-01-01 09:03:00,2071.7032222660737
2014-01-01 09:04:00,1875.7975635951098
2014-01-01 09:05:00,1959.2288077189312
2014-01-01 09:06:00,2027.559766714937
2014-01-01 09:07:00,1988.1253170254863
2014-01-01 09:08:00,2016.3451748958469
2014-01-01 09:09:00,1967.0378232200421
2014-01-01 09:10:00,2000.9547218663922
2014-01-01 09:11:00,1988.1685161231103
2014-01-01 09:12:00,2053.607673365066
2014-01-01 09:13:00,2007.1449080199363
2014-01-01 09:14:00,2010.4484585723183
2014-01-01 09:15:00,1972.0581663331834
2014-01-01 09:16:00,1967.2946923334036
2014-01-01 09:17:00,1969.0094575889962
2014-01-01 09:18:00,2009.2617915479436
2014-01-01 09:19:00,1967.3313159405782
2014-01-01 09:20:00,2001.650265209989
2014-01-01 09:21:00,2089.6522648628356
2014-01-01 09:22:00,2028.0989808163147
2014-01-01 09:23:00,1966.8420104748798
2014-01-01 09:24:00,2041.7443525307822
2014-01-01 09:25:00,1959.7604967805753
2014-01-01 09:26:00,1876.678903704593
2014-01-01 09:27:00,1926.5420569003402
2014-01-01 09:28:00,1881.7085208225185
2014-01-01 09:29:00,1955.914819594453
2014-01-01 09:30:00,1972.5945567703266
2014-01-01 09:31:00,2053.6195536630644
2014-01-01 09:32:00,1984.2091568579033
2014-01-01 09:33:00,1954.914059903738
2014-01-01 09:34:00,2005.2870143070572
2014-01-01 09:35:00,1851.1491265968166
2014-01-01 09:36:00,1971.3174462932534
2014-01-01 09:37:00,1995.852640076607
2014-01-01 09:38:00,1881.0947363082023
2014-01-01 09:39:00,2009.8686002007512
2014-01-01 09:40:00,1967.2049285220696
2014-01-01 09:41:00,1927.0574670723936
2014-01-01 09:42:00,1976.9454434552456
2014-01-01 09:43:00,2056.2684058197874
2014-01-01 09:44:00,1949.197610864691
2014-01-01 09:45:00,1949.8291863725822
2014-01-01 09:46:00,1911.7075004911844
2014-01-01 09:47:00,1889.384454896092
2014-01-01 09:48:00,1970.5385459222134
2014-01-01 09:49:00,1883.3068179757347
2014-01-01 09:50:00,1926.7229706600092
2014-01-01 09:51:00,1896.2400584996374
2014-01-01 09:52:00,1940.9950480751045
2014-01-01 09:53:00,1930.597377536124
2014-01-01 09:54:00,1962.604814330799
2014-01-01 09:55:00,1881.9861153980712
2014-01-01 09:56:00,1890.6981283583857
2014-01-01 09:57:00,1851.9047030070037
2014-01-01 09:58:00,1875.2255698172685
2014-01-01 09:59:00,1912.8491924211855
2014-01-01 10:00:00,1928.3243891330146
2014-01-01 10:01:00,1840.8046069383583
2014-01-01 10:02:00,1926.7784810936093
2014-01-01 10:03:00,1947.4130638724225
2014-01-01 10:04:00,1896.5838566552036
2014-01-01 10:05:00,1965.981082202555
2014-01-01 10:06:00,1829.629539983441
2014-01-01 10:07:00,1802.2127941265348
2014-01-01 10:08:00,1771.5851638153022
2014-01-01 10:09:00,1931.3484569402237
2014-01-01 10:10:00,1885.239311820962
2014-01-01 10:11:00,1845.666613873069
2014-01-01 10:12:00,1858.3194399999245
2014-01-01 10:13:00,1783.8723763092164
2014-01-01 10:14:00,1958.211226023381
2014-01-01 10:15:00,1838.1127862952649
2014-01-01 10:16:00,1832.801196002873
2014-01-01 10:17:00,1859.2514763066467
2014-01-01 10:18:00,1842.5975898201475
2014-01-01 10:19:00,1825.2779450245835
2014-01-01 10:20:00,1770.0496108713376
2014-01-01 10:21:00,1828.5896609905562
2014-01-01 10:22:00,1894.5140460809762
2014-01-01 10:23:00,1863.0344228458894
2014-01-01 10:24:00,1870.727728353609
2014-01-01 10:25:00,1760.7673264250307
2014-01-01 10:26:00,1732.0626822051354
2014-01-01 10:27:00,1770.4238563745564
2014-01-01 10:28:00,1774.6255631992642
2014-01-01 10:29:00,1821.6312179933213
2014-01-01 10:30:00,1677.3373209379045
2014-01-01 10:31:00,1833.4339445333464
2014-01-01 10:32:00,1744.0092587602126
2014-01-01 10:33:00,1725.47656078835
2014-01-01 10:34:00,1691.0844812990845
2014-01-01 10:35:00,1653.774470343809
2014-01-01 10:36:00,1772.4623512042806
2014-01-01 10:37:00,1729.715551870525
2014-01-01 10:38:00,1656.257155822278
2014-01-01 10:39:00,1650.6669307400687
2014-01-01 10:40:00,1693.2578326446053
2014-01-01 10:41:00,1788.0852833902206
2014-01-01 10:42:00,1686.2031348348896
2014-01-01 10:43:00,1618.5358232543917
2014-01-01 10:44:00,1675.8782798397208
2014-01-01 10:45:00,1668.9643336085978
2014-01-01 10:46:00,1542.1543020736067
2014-01-01 10:47:00,1668.64548507685
2014-01-01 10:48:00,1654.138999913588
2014-01-01 10:49:00,1694.785881071272
2014-01-01 10:50:00,1746.6779796467374
2014-01-01 10:51:00,1704.7782540824453
2014-01-01 10:52:00,1629.1910540577896
2014-01-01 10:53:00,1581.4607826718227
2014-01-01 10:54:00,1759.5732092014355
2014-01-01 10:55:00,1627.9512835015778
